Circulating Library,Destination Library,Transit ID
Guthrie Memorial Library: Hanover's Public Library,Guthrie Memorial Library: Hanover's Public Library,308
Guthrie Memorial Library: Hanover's Public Library,Harbaugh-Thomas Library (Biglerville),150
Guthrie Memorial Library: Hanover's Public Library,Kaltreider-Benfer Library,1810
Guthrie Memorial Library: Hanover's Public Library,Kreutz Creek Valley Library,1713
Guthrie Memorial Library: Hanover's Public Library,Lincoln Charter School,45
Guthrie Memorial Library: Hanover's Public Library,Littlestown Library,203
Guthrie Memorial Library: Hanover's Public Library,Manchester Township,291
Guthrie Memorial Library: Hanover's Public Library,Martin Library,1518
Guthrie Memorial Library: Hanover's Public Library,Mason-Dixon Public Library,590
Guthrie Memorial Library: Hanover's Public Library,New Oxford Library,161
Guthrie Memorial Library: Hanover's Public Library,Paul Smith Library of Southern York County,1771
Guthrie Memorial Library: Hanover's Public Library,Red Land Community Library,762
Guthrie Memorial Library: Hanover's Public Library,Springettsbury Township,178
Guthrie Memorial Library: Hanover's Public Library,Trone Memorial Library (East Berlin),188
Guthrie Memorial Library: Hanover's Public Library,Village Library,1459
Guthrie Memorial Library: Hanover's Public Library,York Academy Regional Charter School- Lower School ,69
Guthrie Memorial Library: Hanover's Public Library,York Academy Regional Charter School- Upper School,18
Guthrie Memorial Library: Hanover's Public Library,York Literacy Institute,4
Hallstead - Great Bend,Abington Community Library,46
Hallstead - Great Bend,Albright Memorial Library,36
Hallstead - Great Bend,Bethany Public Library,2
Hallstead - Great Bend,Carbondale Public Library,10
Hallstead - Great Bend,Dalton Community Library,6
Hallstead - Great Bend,Dingman Township Library,24
Hallstead - Great Bend,Forest City,33
Hallstead - Great Bend,Hallstead - Great Bend,10
Hallstead - Great Bend,Hamlin Library,9
Hallstead - Great Bend,Hawley Public Library,19
Hallstead - Great Bend,Home Delivery,2
Hallstead - Great Bend,Lackawanna County Children's Library,14
Hallstead - Great Bend,Milford Library,68
Hallstead - Great Bend,Montrose,125
Hallstead - Great Bend,Nancy Kay Holmes Branch Library,14
Hallstead - Great Bend,Newfoundland Area Library,3
Hallstead - Great Bend,North Pocono Public Library,31
Hallstead - Great Bend,Pleasant Mount Library,1
Hallstead - Great Bend,Susquehanna,42
Hallstead - Great Bend,Taylor Community Library,16
Hallstead - Great Bend,Tunkhannock Public Library,48
Hallstead - Great Bend,Valley Community Library,28
Hallstead - Great Bend,Wayne County Public Library,44
Hamburg Public Library,BCPL - Headquarters,16
Hamburg Public Library,Bernville Area Community Library,104
Hamburg Public Library,Bethel Tulpehocken Public Library,253
Hamburg Public Library,Boone Area Library,142
Hamburg Public Library,Boyertown Community Library,494
Hamburg Public Library,Brandywine Community Library,210
Hamburg Public Library,Exeter Community Library,563
Hamburg Public Library,Fleetwood Area Public Library,219
Hamburg Public Library,Hamburg Public Library,116
Hamburg Public Library,Kutztown Community Library,226
Hamburg Public Library,Mifflin Community Library,337
Hamburg Public Library,Muhlenberg Community Library,189
Hamburg Public Library,RACC,14
Hamburg Public Library,RPL - Northeast Branch,61
Hamburg Public Library,RPL - Northwest Branch Library,11
Hamburg Public Library,RPL - Senior Outreach,29
Hamburg Public Library,RPL - Southeast Branch Library,67
Hamburg Public Library,Reading Public Library RPL - Main,109
Hamburg Public Library,Robesonia Community Library,61
Hamburg Public Library,Schuylkill Valley Community Library,123
Hamburg Public Library,Sinking Spring Library,163
Hamburg Public Library,Spring Township Library,282
Hamburg Public Library,Village Library of Morgantown,148
Hamburg Public Library,Wernersville Public Library,156
Hamburg Public Library,West Lawn-Wyomissing Hills Library,122
Hamburg Public Library,Womelsdorf Community Library,113
Hamlin Library,Abington Community Library,66
Hamlin Library,AccessPA NCIP Library,1
Hamlin Library,Albright Memorial Library,38
Hamlin Library,Bethany Public Library,23
Hamlin Library,Carbondale Public Library,18
Hamlin Library,Dalton Community Library,9
Hamlin Library,Dingman Township Library,215
Hamlin Library,Forest City,7
Hamlin Library,Hallstead - Great Bend,49
Hamlin Library,Hamlin Library,15
Hamlin Library,Hawley Public Library,285
Hamlin Library,Home Delivery,4
Hamlin Library,Lackawanna County Children's Library,4
Hamlin Library,Milford Library,653
Hamlin Library,Montrose,19
Hamlin Library,Nancy Kay Holmes Branch Library,11
Hamlin Library,Newfoundland Area Library,178
Hamlin Library,North Pocono Public Library,26
Hamlin Library,Northern Wayne Community Library,41
Hamlin Library,Pleasant Mount Library,80
Hamlin Library,Susquehanna,20
Hamlin Library,Taylor Community Library,12
Hamlin Library,Tunkhannock Public Library,53
Hamlin Library,Valley Community Library,21
Hamlin Library,Wayne County Public Library,815
Harbaugh-Thomas Library (Biglerville),AccessPA NCIP Library,148
Harbaugh-Thomas Library (Biglerville),Carroll Valley Library,786
Harbaugh-Thomas Library (Biglerville),Collinsville Community Library,5
Harbaugh-Thomas Library (Biglerville),Dillsburg Area Public Library,3
Harbaugh-Thomas Library (Biglerville),Dover Area Community Library,7
Harbaugh-Thomas Library (Biglerville),Gettysburg Library,1903
Harbaugh-Thomas Library (Biglerville),Glatfelter Memorial Library,4
Harbaugh-Thomas Library (Biglerville),Guthrie Memorial Library: Hanover's Public Library,12
Harbaugh-Thomas Library (Biglerville),Harbaugh-Thomas Library (Biglerville),660
Harbaugh-Thomas Library (Biglerville),Kaltreider-Benfer Library,2
Harbaugh-Thomas Library (Biglerville),Kreutz Creek Valley Library,2
Harbaugh-Thomas Library (Biglerville),Littlestown Library,1068
Harbaugh-Thomas Library (Biglerville),Martin Library,12
Harbaugh-Thomas Library (Biglerville),Mason-Dixon Public Library,5
Harbaugh-Thomas Library (Biglerville),New Oxford Library,1342
Harbaugh-Thomas Library (Biglerville),Paul Smith Library of Southern York County,16
Harbaugh-Thomas Library (Biglerville),Red Land Community Library,15
Harbaugh-Thomas Library (Biglerville),Trone Memorial Library (East Berlin),1050
Harbaugh-Thomas Library (Biglerville),Village Library,3
Hastings Public Library,Abington Community Library,29
Hastings Public Library,Albright Memorial Library,16
Hastings Public Library,Altoona Area Public Library,17
Hastings Public Library,Beaverdale Public Library,14
Hastings Public Library,Bellwood-Antis Public Library,2
Hastings Public Library,Cambria County Library,43
Hastings Public Library,Carbondale Public Library,11
Hastings Public Library,Carrolltown Public Library,15
Hastings Public Library,Cresson Public Library,1
Hastings Public Library,Dalton Community Library,2
Hastings Public Library,Ebensburg Public Library,21
Hastings Public Library,Gallitzin Public Library,4
Hastings Public Library,Highland Community Library,44
Hastings Public Library,Hollidaysburg Area Public Library,9
Hastings Public Library,Home Delivery,4
Hastings Public Library,Lackawanna County Children's Library,2
Hastings Public Library,Lilly Washington Public Library,4
Hastings Public Library,Martinsburg Community Library,2
Hastings Public Library,Meyersdale Public Library,1
Hastings Public Library,Nancy Kay Holmes Branch Library,4
Hastings Public Library,Nanty Glo Public Library,10
Hastings Public Library,North Pocono Public Library,10
Hastings Public Library,Northern Cambria Public Library,8
Hastings Public Library,Patton Public Library,5
Hastings Public Library,Portage Public Library,15
Hastings Public Library,Roaring Spring Community Library,1
Hastings Public Library,Somerset County Bookmobile,3
Hastings Public Library,Somerset County Library,2
Hastings Public Library,South Fork Public Library,5
Hastings Public Library,Taylor Community Library,4
Hastings Public Library,Tyrone-Snyder Public Library,6
Hastings Public Library,Valley Community Library,12
Hawley Public Library,Abington Community Library,46
Hawley Public Library,Albright Memorial Library,42
Hawley Public Library,Bethany Public Library,11
Hawley Public Library,Carbondale Public Library,12
Hawley Public Library,Dalton Community Library,6
Hawley Public Library,Dingman Township Library,181
Hawley Public Library,Forest City,5
Hawley Public Library,Hallstead - Great Bend,39
Hawley Public Library,Hamlin Library,131
Hawley Public Library,Hawley Public Library,35
Hawley Public Library,Lackawanna County Children's Library,8
Hawley Public Library,Milford Library,472
Hawley Public Library,Montrose,27
Hawley Public Library,Nancy Kay Holmes Branch Library,14
Hawley Public Library,Newfoundland Area Library,90
Hawley Public Library,North Pocono Public Library,25
Hawley Public Library,Northern Wayne Community Library,28
Hawley Public Library,Pleasant Mount Library,64
Hawley Public Library,Susquehanna,11
Hawley Public Library,Taylor Community Library,17
Hawley Public Library,Tunkhannock Public Library,60
Hawley Public Library,Valley Community Library,15
Hawley Public Library,Wayne County Public Library,381
Highland Community Library,Abington Community Library,97
Highland Community Library,Albright Memorial Library,103
Highland Community Library,Altoona Area Public Library,65
Highland Community Library,Beaverdale Public Library,26
Highland Community Library,Bellwood-Antis Public Library,4
Highland Community Library,Cambria County Library,187
Highland Community Library,Carbondale Public Library,24
Highland Community Library,Carrolltown Public Library,16
Highland Community Library,Claysburg Area Public Library,3
Highland Community Library,Cresson Public Library,15
Highland Community Library,Dalton Community Library,17
Highland Community Library,Ebensburg Public Library,77
Highland Community Library,Gallitzin Public Library,5
Highland Community Library,Hastings Public Library,6
Highland Community Library,Highland Community Library,12
Highland Community Library,Hollidaysburg Area Public Library,25
Highland Community Library,Home Delivery,6
Highland Community Library,Lackawanna County Children's Library,12
Highland Community Library,Lilly Washington Public Library,19
Highland Community Library,Martinsburg Community Library,9
Highland Community Library,Mary S. Biesecker Main Library,1
Highland Community Library,Meyersdale Public Library,1
Highland Community Library,Nancy Kay Holmes Branch Library,26
Highland Community Library,Nanty Glo Public Library,41
Highland Community Library,North Pocono Public Library,48
Highland Community Library,Northern Cambria Public Library,23
Highland Community Library,Patton Public Library,16
Highland Community Library,Portage Public Library,55
Highland Community Library,Roaring Spring Community Library,2
Highland Community Library,Somerset County Bookmobile,6
Highland Community Library,Somerset County Library,9
Highland Community Library,South Fork Public Library,6
Highland Community Library,Taylor Community Library,34
Highland Community Library,Tyrone-Snyder Public Library,11
Highland Community Library,Valley Community Library,48
Highland Community Library,Williamsburg Public Library,2
Highland Community Library,Windber Public Library,1
Hollidaysburg Area Public Library,Abington Community Library,84
Hollidaysburg Area Public Library,AccessPA NCIP Library,93
Hollidaysburg Area Public Library,Albright Memorial Library,68
Hollidaysburg Area Public Library,Altoona Area Public Library,338
Hollidaysburg Area Public Library,Beaverdale Public Library,11
